x, y
490.5918092275925, 0.7244581882801686
500.1517467842172, 0.6914344721069681
510.015171447567, 0.6728585850680204
520.0303558185528, 0.6470588054344274
530.1972740503371, 0.5964912057122123
540.2124454979041, 0.5211558298463372
549.9241233770367, 0.4540763500650408
560.2427883930382, 0.3622290941400845
569.9544791955896, 0.2961815739037589
579.9696506431566, 0.23735807809696535
590.1365688749407, 0.19607837794926197
600.1517403225077, 0.15995869525122403
609.8634182016403, 0.1444788186820757
620.0303493568434, 0.13622287865253505
629.8937869436121, 0.13622287865253505
640.0606922519775, 0.13828688563240132
649.7723830545289, 0.14241481170220963
659.9392883628942, 0.13312686818273572
670.1062195180973, 0.1259029316431281
679.969657104866, 0.1217750055733198
690.1365624132313, 0.10939105158404691
699.393012863131, 0.10526312551423861
