CoPE
85588.21539802261
91901.61197598885
55211.016754216835
96883.60924551444
290475.66237493895
221793.29801408164
101956.64342864802
313603.4277296426
3479.728852027065
8032.907875702025
41028.06156222044
368369.17318445136
388915.3362377596
218786.99105538861
60280.14326544983
