CrPE
134822.23495665725
138403.35570530288
194293.02077269208
172845.92285937272
267.946067974308
79752.20539551685
206449.17847290865
4819.568114567993
324822.4152809144
332899.56754502404
311885.63299076085
3143.4974440308365
6859.919733184403
202991.22807602212
387061.69394827494
